ticket_id,klant_id,aangemaakt_op,opgelost_op,probleemtype,tevredenheidsscore
T72324,K0348,2022-10-07,2022-10-08,Technische storing,4.0
T50144,K0348,2021-12-09,2021-12-11,Technische storing,3.0
T90820,K0348,2021-06-16,2021-06-19,Facturatieprobleem,4.0
T41927,K0349,2022-08-31,2022-09-07,Andere,4.0
T98939,K0349,2021-09-16,2021-09-26,Abonnementsvraag,4.0
T65822,K0349,2022-02-15,2022-02-19,Facturatieprobleem,4.0
T31808,K0350,2022-08-15,2022-08-16,Technische storing,5.0
T28290,K0350,2021-11-04,2021-11-13,Technische storing,5.0
T28541,K0351,2022-11-11,2022-11-12,Facturatieprobleem,3.0
T29331,K0352,2022-04-15,2022-04-23,Facturatieprobleem,
T34195,K0352,2021-07-25,2021-07-30,Abonnementsvraag,1.0
T99746,K0353,2023-05-29,2023-05-31,Technische storing,2.0
T55182,K0354,2023-05-16,2023-05-17,Andere,2.0
T97613,K0354,2021-04-13,2021-04-20,Technische storing,4.0
T26843,K0354,2022-01-21,2022-01-25,Facturatieprobleem,4.0
T47118,K0354,2021-11-22,2021-11-25,Andere,3.0
T19392,K0355,2023-01-18,2023-01-28,Andere,5.0
T89760,K0355,2021-12-22,2022-01-01,Facturatieprobleem,2.0
T75726,K0355,2021-07-02,2021-07-08,Abonnementsvraag,3.0
T94617,K0355,2023-04-23,,Andere,1.0
T49575,K0355,2021-08-24,2021-08-28,Facturatieprobleem,2.0
T47350,K0356,2021-04-06,2021-04-09,Andere,2.0
T65277,K0356,2021-11-15,2021-11-23,Facturatieprobleem,3.0
T20831,K0356,2021-07-03,2021-07-12,Facturatieprobleem,4.0
T51815,K0357,2022-12-04,2022-12-11,Facturatieprobleem,2.0
T73719,K0357,2021-05-12,2021-05-19,Andere,1.0
T43901,K0358,2022-11-18,2022-11-19,Abonnementsvraag,4.0
T58866,K0358,2023-01-30,2023-02-09,Andere,5.0
T33440,K0358,2023-03-11,2023-03-17,Abonnementsvraag,1.0
T10911,K0358,2022-03-11,2022-03-18,Facturatieprobleem,2.0
T77488,K0358,2021-12-12,2021-12-22,Abonnementsvraag,2.0
T46924,K0359,2023-01-16,2023-01-23,Facturatieprobleem,4.0
T16563,K0359,2021-02-10,2021-02-18,Andere,3.0
T98473,K0359,2022-09-06,2022-09-11,Andere,3.0
T48435,K0359,2021-10-31,2021-11-01,Abonnementsvraag,2.0
T93359,K0360,2022-03-04,,Abonnementsvraag,3.0
T61932,K0360,2021-02-06,2021-02-12,Facturatieprobleem,5.0
T28958,K0361,2021-06-29,,Facturatieprobleem,2.0
T90903,K0362,2022-05-21,2022-05-26,Abonnementsvraag,4.0
T20031,K0362,2021-09-07,2021-09-16,Andere,1.0
T77191,K0362,2021-12-01,2021-12-04,Facturatieprobleem,4.0
T62525,K0362,2023-01-13,,Abonnementsvraag,4.0
T25260,K0362,2021-01-23,2021-01-28,Facturatieprobleem,4.0
T16400,K0363,2022-08-08,2022-08-13,Technische storing,
T34341,K0364,2022-08-11,2022-08-18,Abonnementsvraag,
T98894,K0364,2021-10-11,2021-10-12,Andere,2.0
T64306,K0365,2021-10-07,,Technische storing,1.0
T93211,K0365,2022-11-04,2022-11-09,Andere,5.0
T18352,K0366,2021-04-10,2021-04-11,Abonnementsvraag,2.0
T65150,K0366,2022-09-19,2022-09-29,Andere,5.0
T11647,K0367,2022-09-02,2022-09-09,Andere,5.0
T70548,K0367,2021-12-18,2021-12-24,Andere,2.0
T61126,K0367,2023-05-25,2023-05-29,Technische storing,
T73771,K0367,2021-09-19,2021-09-29,Facturatieprobleem,
T79414,K0367,2022-07-29,2022-07-31,Technische storing,
T71260,K0368,2021-11-08,2021-11-14,Andere,
T56088,K0368,2021-01-31,2021-02-10,Technische storing,5.0
T74324,K0369,2022-03-18,2022-03-19,Abonnementsvraag,5.0
T89576,K0369,2021-08-29,2021-09-07,Technische storing,4.0
T24500,K0369,2023-05-21,2023-05-28,Technische storing,2.0
T63545,K0369,2022-08-08,2022-08-11,Andere,5.0
T57602,K0370,2023-02-09,2023-02-19,Abonnementsvraag,3.0
T62948,K0370,2022-10-08,2022-10-14,Andere,2.0
T62435,K0371,2023-02-14,2023-02-22,Technische storing,2.0
T96008,K0371,2021-10-23,,Abonnementsvraag,4.0
T95603,K0371,2021-06-26,2021-06-28,Andere,5.0
T89915,K0372,2022-03-05,2022-03-06,Technische storing,2.0
T52601,K0372,2022-09-27,2022-09-29,Andere,1.0
T21923,K0372,2022-09-17,2022-09-27,Andere,
T70000,K0373,2021-01-24,2021-01-31,Technische storing,2.0
T36186,K0373,2022-01-13,2022-01-17,Technische storing,4.0
T70447,K0374,2021-05-16,2021-05-17,Technische storing,5.0
T33183,K0374,2022-04-16,2022-04-26,Andere,2.0
T42094,K0375,2022-05-28,2022-06-07,Abonnementsvraag,2.0
T14236,K0375,2022-04-19,2022-04-21,Facturatieprobleem,
T19222,K0375,2022-11-30,2022-12-09,Andere,4.0
T89557,K0376,2021-09-24,2021-10-03,Facturatieprobleem,
T17836,K0376,2022-10-25,2022-10-26,Andere,4.0
T77051,K0376,2021-10-27,2021-10-28,Abonnementsvraag,4.0
T44406,K0377,2022-10-28,2022-10-30,Facturatieprobleem,2.0
T64118,K0377,2023-02-16,2023-02-18,Technische storing,3.0
T44669,K0377,2022-11-04,2022-11-08,Andere,2.0
T74431,K0377,2021-04-10,2021-04-12,Andere,
T68284,K0377,2023-02-10,2023-02-15,Abonnementsvraag,3.0
T14685,K0378,2023-03-18,2023-03-23,Abonnementsvraag,5.0
T38969,K0378,2023-02-19,2023-02-28,Abonnementsvraag,1.0
T30749,K0379,2022-08-01,2022-08-06,Abonnementsvraag,
T48650,K0379,2022-08-05,2022-08-13,Andere,
T48316,K0380,2023-02-01,2023-02-04,Technische storing,5.0
T49709,K0381,2021-09-21,2021-09-22,Technische storing,5.0
T76662,K0381,2021-06-01,2021-06-06,Abonnementsvraag,
T91062,K0381,2023-02-03,2023-02-12,Andere,4.0
T59068,K0382,2021-12-19,2021-12-29,Abonnementsvraag,5.0
T73438,K0383,2023-06-06,2023-06-09,Andere,2.0
T39468,K0383,2022-01-24,,Facturatieprobleem,3.0
T25675,K0383,2021-11-13,2021-11-16,Abonnementsvraag,5.0
T78697,K0384,2021-07-21,2021-07-29,Facturatieprobleem,
T92103,K0384,2021-08-22,2021-08-28,Facturatieprobleem,4.0
T82520,K0384,2021-04-12,2021-04-21,Facturatieprobleem,3.0
T68541,K0384,2022-07-02,2022-07-11,Facturatieprobleem,1.0
T33944,K0384,2022-08-04,2022-08-08,Abonnementsvraag,
T15273,K0385,2022-10-29,2022-11-02,Andere,2.0
T34905,K0385,2022-09-16,2022-09-21,Facturatieprobleem,
T49683,K0385,2023-01-21,2023-01-23,Technische storing,5.0
T22880,K0385,2021-03-04,2021-03-08,Andere,4.0
T19575,K0385,2022-07-04,2022-07-05,Abonnementsvraag,
T23090,K0386,2022-05-05,2022-05-07,Andere,2.0
T11258,K0387,2022-08-27,2022-09-04,Abonnementsvraag,5.0
T35532,K0387,2022-08-19,2022-08-21,Andere,
T42997,K0387,2022-08-27,2022-09-06,Andere,1.0
T33138,K0387,2023-02-12,2023-02-17,Andere,
T79755,K0388,2022-06-04,2022-06-09,Abonnementsvraag,3.0
T67677,K0388,2021-09-12,2021-09-21,Abonnementsvraag,
T31381,K0390,2022-05-15,,Andere,4.0
T54883,K0391,2021-03-09,2021-03-14,Facturatieprobleem,4.0
T40382,K0392,2022-12-05,2022-12-08,Technische storing,1.0
T71849,K0392,2021-08-07,2021-08-12,Abonnementsvraag,5.0
T98065,K0392,2021-04-16,2021-04-26,Technische storing,5.0
T30701,K0392,2021-06-08,2021-06-12,Andere,2.0
T88017,K0392,2022-09-17,2022-09-23,Andere,
T49795,K0393,2023-03-10,2023-03-14,Abonnementsvraag,4.0
T51333,K0393,2022-01-15,2022-01-21,Abonnementsvraag,
T10743,K0393,2022-04-06,2022-04-16,Andere,4.0
T45940,K0394,2021-02-26,2021-03-04,Technische storing,4.0
T43545,K0394,2021-01-20,2021-01-24,Technische storing,
T60122,K0394,2021-10-29,2021-10-30,Abonnementsvraag,4.0
T75921,K0395,2022-07-26,2022-07-30,Technische storing,5.0
T31026,K0395,2022-03-27,2022-03-29,Facturatieprobleem,2.0
T96431,K0396,2023-01-11,2023-01-21,Andere,1.0
T89522,K0396,2022-02-04,2022-02-12,Technische storing,3.0
T54917,K0397,2022-01-20,,Facturatieprobleem,
T71845,K0397,2021-10-10,2021-10-18,Abonnementsvraag,1.0
T64234,K0397,2021-05-18,2021-05-20,Abonnementsvraag,
T36213,K0397,2023-04-25,2023-04-28,Abonnementsvraag,5.0
T79602,K0398,2021-04-01,2021-04-07,Abonnementsvraag,5.0
T51151,K0398,2023-04-17,2023-04-18,Technische storing,1.0
T52109,K0398,2023-05-24,2023-06-01,Technische storing,2.0
T98823,K0398,2022-04-25,2022-05-01,Abonnementsvraag,2.0
T94179,K0399,2021-09-23,2021-09-24,Technische storing,1.0
T17901,K0399,2022-02-25,2022-03-05,Facturatieprobleem,5.0
T76088,K0399,2022-06-09,2022-06-19,Andere,1.0
T85342,K0399,2023-06-14,2023-06-23,Andere,3.0
T24723,K0399,2021-12-08,2021-12-10,Facturatieprobleem,5.0
T95219,K0400,2021-06-12,2021-06-14,Andere,5.0
T69151,K0400,2021-07-15,2021-07-22,Abonnementsvraag,4.0
T94913,K0400,2023-01-27,2023-02-02,Facturatieprobleem,2.0
T62620,K0400,2022-08-13,2022-08-22,Andere,1.0
T11119,K0401,2021-10-28,,Andere,1.0
T86595,K0401,2021-08-19,2021-08-22,Abonnementsvraag,2.0
T97215,K0401,2022-11-22,2022-12-01,Andere,
T85609,K0401,2021-07-25,2021-08-04,Abonnementsvraag,
T23224,K0402,2021-07-13,2021-07-17,Abonnementsvraag,2.0
T55681,K0404,2022-09-09,2022-09-10,Technische storing,5.0
T37368,K0404,2021-03-12,2021-03-18,Technische storing,
T38473,K0404,2021-07-26,2021-08-02,Abonnementsvraag,2.0
T59166,K0404,2023-03-02,2023-03-05,Andere,1.0
T68564,K0406,2023-06-08,2023-06-12,Andere,1.0
T26338,K0406,2022-03-26,2022-03-30,Andere,5.0
T37477,K0406,2021-04-06,2021-04-15,Facturatieprobleem,2.0
T37568,K0408,2023-01-29,2023-02-04,Andere,2.0
T76680,K0408,2021-04-03,2021-04-09,Andere,3.0
T65052,K0408,2021-04-25,2021-04-26,Facturatieprobleem,4.0
T66904,K0409,2023-05-29,2023-06-04,Abonnementsvraag,1.0
T94355,K0409,2023-05-19,2023-05-23,Facturatieprobleem,
T94850,K0409,2023-04-10,2023-04-18,Facturatieprobleem,3.0
T11215,K0410,2021-02-16,2021-02-20,Technische storing,5.0
T18019,K0410,2021-05-12,2021-05-15,Andere,1.0
T64378,K0411,2023-04-02,2023-04-07,Abonnementsvraag,5.0
T29841,K0411,2023-04-24,2023-04-27,Technische storing,5.0
T31282,K0411,2023-01-30,2023-02-02,Abonnementsvraag,1.0
T58913,K0411,2021-01-31,2021-02-05,Andere,
T71669,K0412,2022-09-29,2022-09-30,Abonnementsvraag,1.0
T80710,K0412,2021-02-05,2021-02-08,Andere,1.0
T23122,K0413,2023-02-20,2023-03-01,Technische storing,2.0
T18693,K0413,2021-01-16,2021-01-20,Facturatieprobleem,4.0
T67726,K0413,2021-04-26,2021-05-04,Andere,5.0
T71536,K0414,2023-05-28,2023-05-29,Abonnementsvraag,4.0
T97612,K0415,2021-05-12,2021-05-21,Abonnementsvraag,5.0
T84873,K0415,2023-01-04,,Andere,
T96403,K0416,2021-05-09,2021-05-12,Technische storing,2.0
T39651,K0418,2021-04-08,2021-04-13,Facturatieprobleem,2.0
T70574,K0418,2021-09-14,2021-09-19,Abonnementsvraag,
T52984,K0418,2022-11-16,2022-11-25,Abonnementsvraag,2.0
T60466,K0418,2022-03-09,2022-03-12,Facturatieprobleem,
T11877,K0418,2022-10-10,,Technische storing,2.0
T62004,K0419,2022-10-12,,Technische storing,2.0
T92406,K0420,2021-01-12,2021-01-20,Abonnementsvraag,2.0
T38159,K0420,2023-06-10,2023-06-20,Andere,4.0
T46609,K0421,2022-09-29,2022-10-07,Facturatieprobleem,
T43460,K0421,2022-11-03,2022-11-09,Abonnementsvraag,2.0
T22648,K0421,2021-12-16,2021-12-24,Andere,
T57896,K0422,2023-05-27,2023-06-05,Abonnementsvraag,1.0
T39769,K0422,2022-03-13,2022-03-22,Technische storing,1.0
T55563,K0422,2022-04-14,2022-04-16,Abonnementsvraag,2.0
T33935,K0422,2021-11-11,2021-11-20,Facturatieprobleem,5.0
T99204,K0422,2022-02-12,2022-02-21,Technische storing,2.0
T88765,K0423,2023-03-06,,Abonnementsvraag,5.0
T57534,K0424,2022-07-31,2022-08-09,Facturatieprobleem,5.0
T30807,K0425,2021-08-24,2021-09-02,Technische storing,3.0
T29929,K0425,2021-04-13,2021-04-23,Technische storing,
T46493,K0425,2022-07-08,2022-07-18,Andere,2.0
T78386,K0425,2021-02-20,2021-02-27,Abonnementsvraag,4.0
T19813,K0426,2022-05-03,2022-05-06,Abonnementsvraag,1.0
T90362,K0426,2021-09-15,2021-09-20,Technische storing,
T28847,K0426,2022-09-01,2022-09-02,Andere,2.0
T94683,K0427,2023-04-23,2023-04-27,Andere,2.0
T19244,K0427,2022-03-06,2022-03-10,Technische storing,3.0
T26183,K0427,2021-08-20,2021-08-25,Technische storing,4.0
T28665,K0428,2023-01-28,2023-01-31,Technische storing,4.0
T25373,K0428,2022-11-20,2022-11-26,Facturatieprobleem,
T96562,K0428,2022-06-18,2022-06-20,Andere,2.0
T19227,K0428,2022-03-25,2022-03-27,Andere,2.0
T60004,K0428,2023-02-12,2023-02-18,Abonnementsvraag,1.0
T73871,K0429,2021-04-26,2021-05-03,Technische storing,
T89077,K0429,2023-02-16,2023-02-25,Facturatieprobleem,1.0
T17425,K0430,2023-06-05,2023-06-13,Andere,4.0
T93920,K0430,2022-10-16,2022-10-21,Abonnementsvraag,3.0
T11694,K0430,2022-06-05,2022-06-10,Abonnementsvraag,1.0
T74877,K0430,2021-04-14,2021-04-22,Technische storing,5.0
T73945,K0431,2022-08-29,2022-09-03,Facturatieprobleem,
T88861,K0432,2022-09-14,2022-09-21,Andere,1.0
T41275,K0432,2021-04-21,2021-04-23,Facturatieprobleem,1.0
T15225,K0432,2022-01-05,2022-01-15,Andere,4.0
T78519,K0432,2021-12-22,2021-12-30,Andere,5.0
T84308,K0434,2023-04-13,2023-04-20,Facturatieprobleem,2.0
T48309,K0434,2021-07-05,,Abonnementsvraag,1.0
T99523,K0434,2022-02-27,2022-03-07,Abonnementsvraag,3.0
T16265,K0435,2021-12-27,2021-12-31,Abonnementsvraag,4.0
T83200,K0435,2021-11-29,2021-12-04,Technische storing,2.0
T75514,K0436,2022-10-26,2022-11-02,Abonnementsvraag,2.0
T80547,K0436,2023-05-28,,Abonnementsvraag,5.0
T23277,K0436,2023-01-28,2023-02-01,Abonnementsvraag,3.0
T91500,K0436,2023-01-10,,Andere,3.0
T73627,K0437,2022-10-17,2022-10-24,Technische storing,3.0
T32091,K0437,2021-12-26,2022-01-03,Abonnementsvraag,2.0
T50701,K0437,2021-11-27,,Technische storing,5.0
T91064,K0438,2022-12-19,2022-12-24,Technische storing,4.0
T88377,K0438,2022-12-14,,Facturatieprobleem,1.0
T54585,K0438,2023-06-17,2023-06-22,Technische storing,
T48523,K0438,2022-06-30,2022-07-03,Andere,1.0
T15344,K0439,2022-08-07,2022-08-13,Technische storing,4.0
T39421,K0439,2021-09-09,2021-09-14,Facturatieprobleem,4.0
T67718,K0439,2023-05-04,2023-05-08,Technische storing,2.0
T41939,K0439,2022-10-26,2022-10-29,Facturatieprobleem,3.0
T34386,K0441,2022-05-10,2022-05-17,Technische storing,4.0
T44274,K0441,2023-05-19,2023-05-26,Andere,
T58526,K0441,2022-12-25,2022-12-31,Abonnementsvraag,4.0
T56802,K0441,2022-01-09,2022-01-13,Abonnementsvraag,5.0
T76512,K0443,2021-05-18,2021-05-22,Technische storing,1.0
T39861,K0443,2022-12-27,2023-01-02,Facturatieprobleem,5.0
T45275,K0443,2023-01-08,2023-01-17,Technische storing,4.0
T87471,K0443,2022-08-12,2022-08-20,Andere,4.0
T83394,K0443,2022-03-23,,Technische storing,1.0
T29382,K0444,2022-07-27,2022-08-02,Andere,
T43031,K0444,2021-03-07,2021-03-09,Abonnementsvraag,5.0
T27479,K0444,2023-01-16,,Andere,4.0
T40482,K0445,2021-08-09,2021-08-14,Abonnementsvraag,3.0
T80728,K0445,2022-08-07,2022-08-16,Andere,2.0
T56969,K0445,2022-11-29,2022-11-30,Facturatieprobleem,
T64225,K0446,2021-05-03,2021-05-05,Facturatieprobleem,5.0
T33506,K0446,2023-01-18,2023-01-22,Technische storing,5.0
T21679,K0446,2023-05-06,2023-05-14,Facturatieprobleem,3.0
T59976,K0446,2021-04-07,2021-04-17,Andere,4.0
T50789,K0447,2022-05-01,2022-05-07,Technische storing,1.0
T21892,K0447,2021-12-30,2022-01-06,Abonnementsvraag,4.0
T94833,K0447,2021-07-08,2021-07-12,Technische storing,3.0
T78664,K0447,2022-10-11,,Andere,1.0
T17752,K0447,2021-09-21,,Facturatieprobleem,5.0
T11648,K0448,2022-01-18,,Facturatieprobleem,5.0
T83841,K0448,2021-01-05,2021-01-10,Facturatieprobleem,5.0
T91378,K0448,2022-01-19,2022-01-22,Technische storing,
T99545,K0448,2022-05-26,2022-05-30,Abonnementsvraag,1.0
T33264,K0448,2021-06-08,2021-06-18,Technische storing,4.0
T15082,K0449,2021-06-02,2021-06-10,Facturatieprobleem,5.0
T24126,K0449,2022-07-05,2022-07-07,Abonnementsvraag,3.0
T75228,K0449,2021-12-24,2022-01-03,Technische storing,1.0
T96309,K0449,2021-07-17,2021-07-27,Abonnementsvraag,4.0
T82674,K0450,2023-05-02,2023-05-10,Facturatieprobleem,
T74325,K0450,2021-03-09,2021-03-15,Technische storing,2.0
T72970,K0450,2021-07-12,2021-07-13,Abonnementsvraag,1.0
T21921,K0450,2023-04-11,2023-04-21,Facturatieprobleem,5.0
T94305,K0451,2022-11-02,2022-11-11,Andere,5.0
T48398,K0451,2021-07-25,2021-07-28,Andere,2.0
T74286,K0451,2022-10-04,2022-10-11,Andere,1.0
T60961,K0451,2021-01-25,2021-01-31,Andere,5.0
T15456,K0451,2021-11-10,2021-11-15,Facturatieprobleem,5.0
T51111,K0452,2021-04-02,2021-04-12,Technische storing,
T34672,K0453,2021-02-19,2021-02-20,Abonnementsvraag,4.0
T76633,K0453,2021-12-27,2021-12-28,Andere,
T15861,K0453,2022-06-21,2022-06-30,Abonnementsvraag,
T51983,K0453,2021-08-08,,Technische storing,2.0
T93941,K0453,2021-03-16,2021-03-24,Technische storing,5.0
T25247,K0454,2021-01-16,,Andere,2.0
T53352,K0454,2021-10-25,,Technische storing,
T15866,K0454,2021-07-01,2021-07-05,Abonnementsvraag,4.0
T99180,K0454,2021-06-09,2021-06-13,Abonnementsvraag,4.0
T45732,K0455,2022-12-29,2023-01-03,Technische storing,
T46449,K0455,2022-02-24,2022-03-03,Andere,4.0
T11367,K0455,2023-05-13,2023-05-21,Abonnementsvraag,5.0
T96895,K0455,2022-10-04,2022-10-05,Andere,2.0
T30830,K0456,2021-08-17,,Facturatieprobleem,1.0
T43619,K0456,2023-03-22,2023-03-25,Abonnementsvraag,2.0
T47544,K0456,2022-11-29,2022-12-06,Abonnementsvraag,5.0
T61761,K0456,2021-10-19,2021-10-24,Facturatieprobleem,1.0
T75269,K0456,2023-04-23,2023-04-27,Facturatieprobleem,5.0
T24331,K0457,2021-05-11,2021-05-12,Andere,4.0
T18834,K0459,2021-02-08,2021-02-11,Facturatieprobleem,
T88250,K0460,2022-03-23,2022-03-31,Technische storing,4.0
T51670,K0462,2022-05-31,2022-06-04,Technische storing,
T33006,K0462,2021-02-14,2021-02-17,Abonnementsvraag,3.0
T30066,K0462,2021-12-25,2021-12-26,Andere,4.0
T35472,K0462,2021-10-26,2021-10-30,Technische storing,
T19094,K0462,2021-12-10,2021-12-18,Facturatieprobleem,4.0
T81712,K0463,2022-09-09,2022-09-18,Technische storing,2.0
T80028,K0464,2021-02-28,2021-03-02,Andere,5.0
T15037,K0464,2021-01-18,2021-01-21,Abonnementsvraag,3.0
T83755,K0465,2021-04-17,2021-04-18,Andere,1.0
T81510,K0467,2023-02-27,2023-03-03,Facturatieprobleem,5.0
T94513,K0467,2021-03-17,,Andere,5.0
T41151,K0467,2022-01-31,2022-02-10,Andere,4.0
T30072,K0468,2022-05-18,2022-05-24,Andere,4.0
T47599,K0468,2022-04-11,2022-04-17,Technische storing,2.0
T58244,K0468,2022-10-15,2022-10-22,Abonnementsvraag,2.0
T15577,K0468,2023-01-28,,Abonnementsvraag,2.0
T26387,K0468,2022-04-16,2022-04-25,Technische storing,4.0
T70369,K0469,2021-12-28,2022-01-04,Andere,4.0
T54276,K0469,2023-01-22,2023-01-29,Andere,3.0
T38437,K0469,2021-11-30,2021-12-03,Technische storing,2.0
T81854,K0469,2022-12-31,2023-01-04,Abonnementsvraag,4.0
T50225,K0469,2023-06-03,2023-06-10,Abonnementsvraag,
T91735,K0470,2022-02-07,2022-02-09,Andere,3.0
T60369,K0471,2021-02-22,2021-02-28,Technische storing,
T37060,K0471,2022-06-14,2022-06-22,Facturatieprobleem,
T99211,K0471,2022-01-31,2022-02-03,Abonnementsvraag,
T63908,K0472,2023-02-27,2023-03-06,Technische storing,2.0
T90000,K0472,2021-11-21,2021-11-24,Andere,3.0
T21239,K0472,2023-02-21,2023-02-22,Facturatieprobleem,1.0
T21789,K0472,2021-01-22,,Facturatieprobleem,3.0
T18653,K0473,2022-01-01,2022-01-04,Technische storing,3.0
T54383,K0473,2022-01-07,2022-01-13,Andere,4.0
T31398,K0474,2021-06-29,2021-07-01,Technische storing,2.0
T83618,K0474,2022-03-02,2022-03-12,Andere,2.0
T97014,K0474,2022-07-20,2022-07-25,Technische storing,1.0
T59931,K0474,2021-05-31,2021-06-02,Facturatieprobleem,2.0
T57498,K0474,2022-04-30,2022-05-03,Facturatieprobleem,5.0
T98049,K0475,2022-08-22,2022-08-30,Facturatieprobleem,4.0
T19029,K0475,2022-08-04,2022-08-10,Facturatieprobleem,3.0
T24545,K0475,2021-07-01,2021-07-06,Andere,2.0
T20888,K0476,2021-07-21,2021-07-27,Abonnementsvraag,
T87374,K0476,2021-12-30,2022-01-07,Facturatieprobleem,5.0
T77295,K0476,2022-03-04,2022-03-10,Abonnementsvraag,2.0
T31873,K0476,2021-10-14,2021-10-15,Andere,3.0
T66747,K0476,2021-02-23,2021-02-28,Abonnementsvraag,4.0
T82256,K0477,2021-02-11,2021-02-19,Facturatieprobleem,3.0
T85189,K0477,2021-02-02,2021-02-12,Facturatieprobleem,
T14716,K0479,2022-01-25,2022-02-02,Andere,4.0
T77185,K0479,2022-12-13,2022-12-20,Abonnementsvraag,3.0
T44286,K0480,2022-02-21,2022-02-24,Abonnementsvraag,
T68965,K0480,2022-07-20,2022-07-25,Abonnementsvraag,1.0
T24879,K0480,2022-11-19,,Abonnementsvraag,5.0
T58940,K0482,2023-04-06,2023-04-10,Facturatieprobleem,2.0
T11762,K0484,2022-08-09,2022-08-11,Facturatieprobleem,1.0
T86382,K0485,2023-04-07,2023-04-17,Facturatieprobleem,2.0
T23871,K0485,2022-10-04,2022-10-12,Abonnementsvraag,
T20637,K0485,2022-09-20,2022-09-23,Technische storing,
T66750,K0485,2021-07-10,,Facturatieprobleem,1.0
T20408,K0485,2023-03-22,2023-03-26,Facturatieprobleem,
T74920,K0486,2021-11-25,2021-11-29,Andere,2.0
T98625,K0486,2022-09-12,2022-09-20,Abonnementsvraag,
T76530,K0486,2022-08-30,2022-08-31,Andere,2.0
T26254,K0489,2021-07-22,2021-07-31,Technische storing,
T39847,K0490,2023-02-19,,Technische storing,3.0
T64038,K0490,2021-06-16,2021-06-26,Abonnementsvraag,5.0
T55188,K0490,2022-06-03,2022-06-07,Andere,3.0
T31137,K0490,2023-01-24,2023-01-25,Abonnementsvraag,3.0
T17917,K0490,2021-03-08,,Andere,3.0
T98408,K0491,2023-02-13,2023-02-15,Andere,1.0
T44398,K0491,2021-04-01,2021-04-07,Facturatieprobleem,5.0
T72973,K0491,2023-01-15,2023-01-23,Abonnementsvraag,
T34941,K0491,2022-01-15,2022-01-23,Abonnementsvraag,5.0
T70508,K0492,2022-08-25,2022-08-31,Andere,4.0
T69267,K0493,2023-03-27,2023-04-03,Andere,4.0
T28275,K0493,2021-06-06,2021-06-13,Andere,1.0
T11828,K0494,2022-01-26,2022-01-29,Andere,3.0
T34105,K0494,2022-03-21,2022-03-24,Technische storing,5.0
T45506,K0495,2021-04-08,,Andere,2.0
T49783,K0496,2021-07-22,,Andere,2.0
T34896,K0496,2023-04-30,2023-05-09,Abonnementsvraag,2.0
T73876,K0497,2022-09-14,2022-09-21,Andere,2.0
T52373,K0497,2022-11-13,,Facturatieprobleem,1.0
T77995,K0497,2022-12-24,2022-12-29,Technische storing,2.0
T92773,K0498,2023-04-03,2023-04-11,Facturatieprobleem,3.0
T25970,K0498,2021-06-12,2021-06-17,Andere,5.0
T58936,K0498,2022-09-06,2022-09-11,Abonnementsvraag,
T12321,K0499,2023-06-04,2023-06-14,Andere,1.0
T40597,K0499,2022-04-03,2022-04-07,Technische storing,3.0
T54663,K0499,2023-06-12,2023-06-20,Abonnementsvraag,5.0
T92926,K0499,2022-08-15,2022-08-19,Technische storing,3.0
T74040,K0499,2022-08-10,2022-08-14,Technische storing,2.0
T29445,K0500,2022-04-27,2022-05-03,Facturatieprobleem,4.0
T88983,K0500,2022-10-01,2022-10-10,Andere,4.0
T46203,K0500,2023-01-16,2023-01-24,Andere,2.0
T39272,K0500,2022-12-30,2022-12-31,Andere,2.0
